20000000000000000;777158207;1446707;2
22001000030030000;7739021;462519;16
10000002000000030;98475884;353529;8
10000000200000003;112325874;349371;8
20001002000030030;8109686;285395;16
20002010000030300;7800666;237989;16
10000201200003033;7605587;230232;16
10120000002300000;2754117;153474;16
20000000200000003;108107349;150246;8
20000201200003033;7224256;136102;16
10000010200000303;19471760;131289;16
11200000023000000;2598982;116525;16
10002000100030003;9142329;93973;16
10000020200000303;14568780;87113;8
10000002100000022;1047831;86751;16
10000002100000023;2375007;76872;16
10120100002303000;1496680;66222;16
20120100003303000;2199075;59994;8
21020100030303000;1543037;58586;16
12000200030003000;17108207;57817;16
20010200100301002;286399;53851;16
20120100002303000;1325785;52101;16
10000021000000220;1054709;50600;16
20102200003033000;463195;48016;8
10000201200003023;2836461;47035;16
22100200033003000;209864;46622;16
20002010100030303;1019926;42633;16
20000101200003022;405458;41135;16
21201020033030300;129828;39249;16
11020100030302000;287422;38669;16
21120000033300000;4252175;36733;16
10002010100030303;922082;34546;16
20001200100033003;985069;34327;16
10001200000033000;9309004;31106;8
10002012000030230;1013150;30578;8
21201100033033000;758828;30358;16
20000102200002033;2686201;29805;16
20000002000000030;94773532;29421;8
12000102030003030;1424864;28633;16
10010000000200000;3460766;28082;8
11002010030030300;50199;27345;8
21000010230000303;2600443;27206;16
10210001003300030;880149;26901;16
20001122000033330;806413;26784;16
22002012030030320;961627;26415;16
10001122000033330;823702;26183;16
12002012030030330;4563813;25245;16
11012000020330000;365139;22574;16
20002012000030330;2110146;22413;8
20100200103003003;186283;22334;16
10220102103303033;545041;22283;16
12201010033030300;3160303;21534;16
20001102000033030;406886;20949;8
20000220100003303;1446146;20732;16
21202120033033300;152360;19943;16
20001120000033300;1732695;19519;16
12000100030003000;9059212;19136;16
10202010003020300;424527;19037;16
21001021030030320;880109;19024;16
10102012003030230;82044;18408;16
20220100002203000;260198;17417;16
11210100033303000;57381;17373;16
21000120030003300;2662003;17096;16
20001022200030333;1748856;17011;16
11102000233030003;1267647;16189;16
10210100002202000;180186;15990;16
10120102003303030;92770;15925;16
20110000003300000;43487701;15578;16
10000121200003312;34661;15484;16
12000201230003033;1010552;15468;16
21020100030202000;100856;15336;16
11210000032200000;39340;15289;16
20001022100030333;105588;15059;16
11221100033333000;540133;15023;16
20000211200003333;3109834;14315;16
10001121200033213;23772;14208;16
10000012100000233;60889;14118;16
10120100002203000;416153;14057;16
10002210000023300;287531;13986;16
22000000130000003;1982058;13909;8
11200100023003000;87643;13848;16
21002010030010300;354876;13492;8
21000020130000303;517665;13089;8
21200000023000000;2185083;13045;16
20120010003300300;335172;12839;16
20100102203003033;1739700;12820;16
11102220033033300;648919;12762;16
20010200100201002;33970;12393;8
10112000003330000;1382402;12241;16
20122200003333000;717427;12068;16
22112021033330330;701638;11744;16
12000012030000230;808720;11571;16
11022000030320000;219698;11405;16
21000002130000033;178337;11263;16
12121000031330000;79173;11232;16
22211110033333300;611143;11024;16
21000000130000003;1297716;10916;4
20201000203030003;1359255;10910;16
10101221003033330;42880;10686;16
20001201100033033;2272777;10402;16
20100102203002033;718402;10256;16
12120100021303000;22581;10137;16
21202010023010200;16059;9988;16
20010201100303033;49839;9944;16
20212201002333030;32653;9870;16
20012000100330003;1699033;9686;8
11120000033300000;4354914;9680;16
11202212032013330;102339;9613;16
10002210000023200;76584;9411;16
22121101031132030;24577;9349;16
10100202003003030;2102561;9246;16
20010210000302300;124606;9200;16
20000020200000303;14042428;9173;8
10210100102303003;988564;9111;16
10220100002203000;242654;9044;16
20021020000330300;163181;9026;16
20100002103000023;487030;8920;16
11022001030330030;52967;8909;16
12002012030030230;1530684;8840;16
12020001230300033;199299;8791;16
21102000233030003;1260229;8755;16
22221100033333000;293298;8755;8
10001022200030333;1774880;8690;16
21121111233331331;34287;8493;16
12122000032330000;169820;8485;16
20100202003003030;2074805;8347;16
12001000130020003;121239;8319;16
20200002103000023;354719;8130;16
10001200100033002;239212;8100;16
12202212133032313;102011;7960;16
21200010032000300;314815;7948;16
12112220233333303;917724;7907;16
22010100030303000;3042282;7780;16
10210000102200003;125348;7717;16
10001022000020220;166148;7705;16
12020000230300003;1283226;7703;8
20122100003333000;79720;7628;16
11200010233000303;388254;7510;16
10000000200000002;3277079;7464;8
20011122100333333;371566;7433;16
20111121203333313;213382;7359;16
22111121033313120;21951;7350;16
20210200002302000;128884;7265;8
11202212033013130;25745;7175;16
10122100003332000;47830;7101;16
11212202031233030;59859;7079;16
10210100202101003;22431;7014;16
12212222133331333;184976;6966;8
21212000011330000;28159;6960;16
21202012033010330;17977;6866;8
10002100100033003;2726184;6658;16
10010200100301002;222619;6646;16
10100121203003213;42412;6640;16
10020102000302030;191861;6639;16
10000121200003323;45487;6566;16
20000021100000233;1128805;6494;16
22212222133331333;186470;6473;8
20012201000333030;33511;6457;16
22210100233303003;75327;6419;16
21211000031230000;202418;6377;16
11220100023303000;61176;6335;16
21101121233033311;24943;6291;16
20101121203033212;24621;6283;8
12002201030033030;429880;6190;16
10010200100301001;14588;6174;16
12010020230300303;420384;6141;8
12120101031203030;23932;6100;16
10020102200301033;702791;6038;16
11000010230000303;2540059;5942;16
21010220030303300;404206;5929;16
21100200033003000;1345755;5889;16
22000201230003033;972198;5859;16
21002120030033300;616391;5812;16
21000110230003303;278076;5812;16
10111121203333313;215385;5806;16
10120010003300300;345573;5800;16
20002112200033333;56831;5793;16
22110002033300030;592218;5745;16
20100100203002002;126337;5730;16
